youtubeId,itemLabel,performerLabel,youtubeViews,year,genreLabel
0U_jGVEKr9s,Taken for a Fool,The Strokes,24837039.0,2011.0,post-punk revival
tDkmhZIQ9jo,Let's Ride,The Game,24823220.0,2006.0,West Coast hip hop
qoybSNHMtMY,Wheel of Fortune,Ace of Base,24817435.0,1992.0,pop music
MaH9oB2g82w,Oyi,Flavour,24812557.0,2012.0,rhythm and blues
6hX-5NAp41I,La rondine,Mango,24807501.0,2002.0,Europop
WoE7qA9-1tE,Q57289351,Alessandra Amoroso,24796718.0,2018.0,pop music
MM62wjLrgmA,Schism,Tool,24789050.0,2001.0,progressive metal
_AU1yyy_At4,Waiting Outside the Lines,Greyson Chance,24788332.0,2010.0,pop rock
my2ZvqmPaco,No More Parties,Coi Leray,24781157.0,2021.0,
5JbVVlqrreE,Sweet Dream,Universe Cowards,24780657.0,2016.0,rock music
zTuD8k3JvxQ,Them Bones,Alice in Chains,24758529.0,1992.0,alternative metal
41PTANtZFW0,Bloom,Troye Sivan,24756623.0,2018.0,pop music
rxmtHVSVjdo,Bloom,Troye Sivan,24756623.0,2018.0,pop music
9dmpUjW18MQ,Allora ciao,Shade,24743964.0,2020.0,
XgeKHTcufLY,What Kind of Man,Florence + the Machine,24710810.0,2015.0,alternative rock
sSOtIHUJbjk,Me & U,Cassie Ventura,24704478.0,2006.0,contemporary R&B
9bJfY7SNmWE,Mi Delirio,Anahí,24682605.0,2009.0,
QYwyaCd8MyI,Fuck It,Eamon,24663759.0,2004.0,contemporary R&B
LEh9F67Z5n8,Used to Love,Martin Garrix,24658784.0,2019.0,future bass
eHp585tdIjQ,O'Lord,Lauren Daigle,24650624.0,2017.0,contemporary Christian music
M3STj8zlQw4,Per dirti ciao!,Tiziano Ferro,24648591.0,2012.0,
SetXjv0_vv4,Tu mi hai capito,Madame,24644857.0,2021.0,trap music
CEn0vVfA_hE,Tu mi hai capito,Madame,24644857.0,2021.0,trap music
63vqob-MljQ,Come into My World,Kylie Minogue,24643914.0,2002.0,house music
-_xMkhrcVpU,Tornerai da me,Irama,24638285.0,2016.0,
XXywgkY2O5U,Boys Will Be Boys,Paulina Rubio,24616081.0,2012.0,dance-pop
N3kkNfH4yco,The Weekend,Michael Gray,24603698.0,2004.0,garage house
dLxpNiF0YKs,Man on the Moon,R.E.M.,24598954.0,1992.0,country rock
m4cgLL8JaVI,Derezzed,Daft Punk,24594799.0,2010.0,electro house
WWMjRMJ0dTI,Put It On,Kid Capri,24594648.0,1994.0,East Coast hip hop
ijAYN9zVnwg,What's on Your Mind (Pure Energy),Information Society,24585596.0,1988.0,synth-pop
ffej15-Dgl0,Smile,Uncle Kracker,24582099.0,2009.0,country music
yasj3j76SyM,So Done,The Kid Laroi,24580136.0,-1.0,
eEn-nTkbEM0,Say You'll Haunt Me,Stone Sour,24577340.0,2010.0,alternative rock
xJM3XxO0q5M,Non cambierò mai,Capo Plaza,24567454.0,2018.0,trap music
sK8eQWgGkKk,Bora! Bora! Bora!,Scooter,24553702.0,2017.0,hands up
VEAuMiKqP-4,Behind the Wheel,Depeche Mode,24533551.0,1987.0,
HRTb81FpWq0,Do You Love Me,2NE1,24520138.0,2013.0,K-pop
cVi25pSRAkc,All the Things (Your Man Won't Do),Joe,24519776.0,1996.0,contemporary R&B
Y-lI_tgQMMk,Wasn't Expecting That,Jamie Lawson,24518027.0,2015.0,
DtsKcHmceqY,Foe tha Love of $,Bone Thugs-n-Harmony,24511838.0,1995.0,gangsta rap
EBwjmeDoE6A,Bir Oluruz Yolunda,Tarkan,24500437.0,2002.0,pop music
WDM4Xdnb9w4,Major Distribution,Jeezy,24497046.0,2013.0,hip hop music
s1-D8UOq7iA,The Adventures of Moon Man & Slim Shady,Kid Cudi,24490440.0,2020.0,hip hop music
-qSzP9aReOA,Sheep,Lay,24488583.0,2017.0,
gN-az8fkaKc,Fire We Make,Maxwell,24470998.0,2013.0,neo soul
AG2RjdA5vtQ,9.3,Mr. Rain,24463792.0,2020.0,pop music
fWCZse1iwE0,Gin And Juice,Snoop Dogg,24456078.0,1994.0,West Coast hip hop
KU5o6M7S5nQ,Brighter Than the Sun,Colbie Caillat,24453215.0,2011.0,folk-pop
V3RPzE-jM0o,Mit dir,Loredana Zefi,24440159.0,2019.0,pop music
W0xjW-e4KEg,Un jour au mauvais endroit,Calogero,24436662.0,2014.0,
x90WLRa5uGo,Paradise,Bazzi,24430250.0,2019.0,pop music
ySfwW_xSRU4,Pump It Up,Joe Budden,24428626.0,2003.0,hip hop music
Zy6vBxqlapw,Love So Soft,Kelly Clarkson,24427478.0,2017.0,
he_XA7pNQHA,Lay Low,Butch Cassidy,24408823.0,2001.0,gangsta rap
jLeklyUsDVI,Die in Your Arms,Justin Bieber,24403096.0,2012.0,pop music
hBA0PUQCvIA,Ascension,Gorillaz,24376594.0,2017.0,alternative hip hop
FfesqRkdSEk,Have Mercy,Chloe Bailey,24369837.0,2021.0,"pop music, contemporary R&B"
udmTfK6_aM8,The Whole World,Joi,24351099.0,2001.0,alternative hip hop
9e9NSMY8QiQ,Closer,Tegan and Sara,24350650.0,2012.0,dance-pop
0vqgdSsfqPs,Imitation of Life,R.E.M.,24349245.0,2001.0,alternative rock
7NAYz0zh_Es,Look Up Child,Lauren Daigle,24337656.0,2019.0,
wHylQRVN2Qs,Russians,Sting,24330482.0,1985.0,soft rock
VTCkmvSwIjw,Bring It Back,Travis Porter,24314496.0,2011.0,hip hop music
fA_rXpyF67s,Bad Girl,HIGHLIGHT,24314114.0,2009.0,dance-pop
feOq6MWeUXA,Womxnly,Jolin Tsai,24306943.0,2018.0,pop music
nGBLlFMn9Xc,The Walker (song),Fitz and the Tantrums,24304306.0,2013.0,
M3eGhMORIpY,Sayonara no imi,Nogizaka46,24303284.0,2016.0,J-pop
KjoJSB_ZpVk,Reuf,Nekfeu,24302523.0,2015.0,
un-KTpvCPXo,Fly with Me,Jonas Brothers,24292723.0,2009.0,pop rock
l_erU2A7uYg,Vitamina,Maluma,24288493.0,2017.0,
tzZFE-9gb7Q,One More Drink,T-Pain,24279062.0,2008.0,contemporary R&B
L9hRGSOat08,Q5837419,None,24270134.0,2010.0,
GpxFUo7oxWM,We Drink Your Blood,Powerwolf,24266847.0,2011.0,power metal
OTFFQkdhw6Q,Lovers in Japan,Coldplay,24259794.0,2008.0,alternative rock
076n4CJeB74,Q111701990,None,24253922.0,2018.0,
r-Nw7HbaeWY,Borders,M.I.A.,24249069.0,2015.0,"electronic music, hip hop music, world music, trap music"
NAWQxIq-9-Q,Adagio,Lara Fabian,24248880.0,1999.0,
C2cMG33mWVY,How Bizarre,OMC,24246351.0,1995.0,pop rap
4Eo84jDIMKI,Leave a Trace,Chvrches,24243796.0,2015.0,synth-pop
ceuhJ9F99DM,Q99540754,None,24242308.0,2020.0,
_-0sUuGufmw,Let the Music Play,Shannon,24221319.0,1983.0,
TUHgGK-tImY,Trucker's Hitch,Ylvis,24195005.0,2014.0,
86_vnQc1oBE,When the Curtain Falls,Greta Van Fleet,24183579.0,2018.0,hard rock
hez6tDpiWDA,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,24175624.0,2010.0,hard rock
vMCbJB4yNXo,The Only,Static-X,24173365.0,2003.0,nu metal
LcRkDWBn8dY,Na Egipet Faraona,Galin,24150799.0,2016.0,folk-pop
HLA0ofsu0Qg,Clap Your Hands,Sia,24147716.0,2010.0,dance-rock
123BD9U5FIk,Wasurerarenaino/Moth,Sakanaction,24147382.0,2019.0,
BxqYUbNR-c0,Wasurerarenaino/Moth,Sakanaction,24147382.0,2019.0,
ujEph5vFwmc,Make Me Bad,Korn,24141606.0,2000.0,nu metal
lDpnjE1LUvE,Where the Wild Roses Grow,Nick Cave and the Bad Seeds,24139445.0,1995.0,alternative rock
P27MPi3ZhCg,Soulmate,Natasha Bedingfield,24137407.0,2007.0,pop music
opJyRioBHp8,Lay Back in the Arms of Someone,Smokie,24134049.0,1977.0,pop rock
heihCpHHjbA,Bailar contigo,Black Eyed Peas,24132393.0,2023.0,pop music
LZCDU0aJqPU,Conmigo,Sofía Reyes,24131201.0,2015.0,Latin pop
oO7Y8NsnkRg,Pa Pa Ya!!,Natthawut Srimok,24125388.0,2019.0,
xwhBRJStz7w,The Hand That Feeds,Nine Inch Nails,24117644.0,2005.0,industrial rock
9RXbaMyDpLs,Zoopark,Anelia,24114351.0,2018.0,folk-pop
YXIHXQjbtl8,End Credits,Chase & Status,24101158.0,2009.0,drum and bass
uDr9hRJqPX4,Cyber Sex,Doja Cat,24086786.0,2019.0,pop rap
oMk1wBPiUIo,Love Foolosophy,Jamiroquai,24051057.0,2002.0,
G4F_3hyUOP0,Serio,Capo Plaza,24030472.0,2018.0,trap music
5WkMUGBMqBY,Q121912691,None,24028587.0,2021.0,
WGjBZ9fBYTk,Enemigos,None,23999545.0,2020.0,pop music
v4-KVCT97wU,Tongue Tied,Marshmello,23997811.0,2019.0,
P2yJJGA5Fys,Between Me and You,Ja Rule,23994198.0,2000.0,hip hop music
HzEJPRqLUZE,All Night,Girls' Generation,23987217.0,2017.0,K-pop
f4w8IbQTJpY,All Night,Girls' Generation,23987217.0,2017.0,K-pop
Ggn9hMlL-kE,Don't Make Me Wait,Sting,23985604.0,2018.0,
L0xKz5TsYb0,Don't Make Me Wait,Sting,23985604.0,2018.0,
JvY_RHqnOHQ,You Will Never Know,Imany,23980775.0,2011.0,pop music
UNq9gmY_Oz4,Brain Stew/Jaded,Green Day,23976221.0,1996.0,"punk rock, alternative rock, pop-punk"
MjlYbw9WbHU,Señor Cobranza,Las Manos de Filippi,23974724.0,-1.0,"hip hop music, protest song"
JLUvO8QUmXc,Best Days of Your Life,Kellie Pickler,23969847.0,2008.0,country music
tmozGmGoJuw,When You Die,MGMT,23965256.0,2017.0,"alternative rock, psychedelic rock, indie pop"
387ZDGSKVSg,Wild Thing,Tone Lōc,23945224.0,1989.0,rap rock
P5rsgRfui-o,What a Friend,Matt Maher,23944362.0,2017.0,
jadvhA0EBT4,Weak Heart,Zara Larsson,23942645.0,2015.0,pop music
5GUYcnAMZ5c,Please Don't Suck,None,23937109.0,2021.0,
AenmqoozqoA,Dirty Sexy Money,Charli XCX,23925502.0,2017.0,
UCkkt2sBvKM,Crazy Sexy Wild,Inna,23925003.0,2012.0,dance-pop
44l9PRI4c2M,Love Broke Thru,TobyMac,23905567.0,2016.0,Christian hip hop
-YriinrRGug,Who Do You Think You Are,Spice Girls,23902452.0,1997.0,pop music
7_XoKJP1XK4,Imperfection,Evanescence,23883894.0,2017.0,"electronic rock, symphonic rock"
wnPwx1hbneU,Domenica,Coez,23875496.0,2019.0,
FMrIy9zm7QY,The Rockafeller Skank,Fatboy Slim,23849456.0,1998.0,big beat
0uljUDtv1Kw,Make Me Like You,Gwen Stefani,23827839.0,2016.0,dance-pop
ntG50eXbBtc,Gold,Spandau Ballet,23826690.0,1983.0,"new wave, synth-pop"
ognnZ3r2qyQ,Feel Right,Mark Ronson,23819652.0,2015.0,G-funk
iFTbElhF9dE,"Pronti, partenza, via!",Fabri Fibra,23810807.0,2012.0,political hip hop
cAVx9RKaLPU,Nothing Really Matters,Madonna,23804182.0,1999.0,electronic dance music
hbRU-HbsqUw,Right Here,Rudimental,23767647.0,2013.0,breakbeat
RYOW5uoyKl0,On Call,Kings of Leon,23751427.0,2007.0,alternative rock
NtP6MHhlrx8,Q17992919,Modà,23730604.0,2014.0,
gZMCkufE0X0,Highway 20 Ride,Zac Brown Band,23726585.0,2009.0,country music
7zEm-U1hC7E,Always,Saliva,23713250.0,2002.0,
7K239Z8YzWI,B.L.O.W.,Tory Lanez,23693096.0,2015.0,
883yQqdOaLg,Heaven,Emeli Sandé,23688134.0,2011.0,drum and bass
racmy7Y9P4M,Parasite Eve,Bring Me the Horizon,23675318.0,2020.0,electronic rock
V9PVRfjEBTI,Birds of a Feather,Billie Eilish,23653010.0,2024.0,new wave
NgsWGfUlwJI,Glimpse of Us,Joji,23649901.0,2022.0,pop music
fVMtKQMAZqw,Cloud 9,Jamiroquai,23648723.0,2017.0,
CxYRbzGi8Rg,Our Day Will Come,Amy Winehouse,23646695.0,2011.0,
V8CQjV8vXJE,Run Run Run,Celeste Buckingham,23642946.0,2012.0,
RioOJ7dZxuw,Get Me Bodied,Beyoncé,23633759.0,2007.0,contemporary R&B
w-rv2BQa2OU,Need You Tonight,INXS,23632023.0,1987.0,funk rock
FufL80hJsP8,Bones,The Killers,23626984.0,2006.0,alternative rock
2TN-kDEKxF0,I Ain't No Joke,Eric B. & Rakim,23624284.0,1987.0,hip hop music
Lh3TokLzzmw,Atlas,Coldplay,23592868.0,2013.0,alternative rock
Ijel4Vcqd9g,Picking Up the Pieces,Paloma Faith,23584850.0,2012.0,
we0mk_J0zyc,"Say You, Say Me",Lionel Richie,23564675.0,1985.0,pop music
b63IPrrdPOU,Blow That Smoke,Major Lazer,23562230.0,2018.0,
OPkjnRIdQXQ,Space Cowboy,Jamiroquai,23560956.0,1994.0,funk
QpmmbEtvhaQ,M8nstar,Thasup,23546752.0,2019.0,hip hop music
nraQqhQqRx4,Karma,Avant,23527416.0,2004.0,East Coast hip hop
2kCbFmjEi6A,Red Cold River,Breaking Benjamin,23513346.0,2018.0,hard rock
gYPX5juKBvg,Body,Tion Wayne,23506903.0,2021.0,UK drill
zb_whk63zdE,Hold My Girl,George Ezra,23486929.0,2018.0,soft rock
6Xlo2abddXU,Hold My Girl,George Ezra,23486929.0,2018.0,soft rock
I38ea3GoHXQ,Sublime et Silence,Julien Doré,23483729.0,2016.0,
QQ_3S-IQm38,Thought Contagion,Muse,23479819.0,2018.0,alternative rock
9iPLjmz3_U4,Sunny Summer,GFriend,23476731.0,2018.0,K-pop
75fEhQlc9h4,I Don't Belong in This Club,Why Don't We,23476653.0,2019.0,pop music
7ADgCeYJMN4,Slam,Onyx,23476001.0,1993.0,hardcore hip hop
r7Ml4J9q3Lo,Tímida,Pabllo Vittar,23472409.0,2020.0,rasteirinha
E7t8eoA_1jQ,Paid in Full (Eric B. & Rakim song),Eric B. & Rakim,23469237.0,1987.0,hip hop music
kmAjp77ovEo,Paso,Sak Noel,23468872.0,2012.0,house music
RIJbCb1KrOk,In Ha Mood,Ice Spice,23464613.0,2023.0,
WaXWyYBGjaA,Outlet,Desiigner,23464471.0,2017.0,hip hop music
SRiFCFbyCt8,What Makes a Man,Westlife,23458932.0,2000.0,pop music
n9_gWiwAWrA,Invisible,Linkin Park,23450607.0,2017.0,pop rock
8OwVaewDtS8,Summer Days,Patrick Stump,23448692.0,2019.0,"trip hop, dance-pop, electro, electronic rock"
xAvPkZ99Jfo,22 settembre,Ultimo,23445595.0,2020.0,pop music
8Pp66FNd54M,Only Prettier,Miranda Lambert,23430350.0,2010.0,country music
MocF43ncu8I,Medicine,Bring Me the Horizon,23420044.0,2019.0,pop music
1GSWc3S3FY0,Feelin' Way Too Damn Good,Nickelback,23417476.0,2004.0,post-grunge
chXJFjrl-Q4,Because We Can,Bon Jovi,23410536.0,2013.0,rock music
1pRPXIC4Vtk,Buon viaggio (Share the Love),Cesare Cremonini,23410064.0,2015.0,
CHiIm50fsNI,When You Look Me in the Eyes,Jonas Brothers,23393509.0,2008.0,pop rock
iYVEik7Lvc4,Every Breaking Wave,U2,23391902.0,2014.0,rock music
qZUn-KtTNmA,Everybody Get Up,Five,23391276.0,1998.0,rap rock
TD4h9Fdn3-o,Не йди,Okean Elzy,23370503.0,2016.0,
IMPr9XXGymA,Ain't It Different,Headie One,23363647.0,2020.0,drill
LuhLVl5qf2A,Garden of Eden,Guns N' Roses,23358124.0,1991.0,hard rock
Cf2ASJCa_Iw,Po baram,Anna Asti,23349102.0,2022.0,
zh4J-yW3LHw,Rule the World,Ariana Grande,23344423.0,2019.0,contemporary R&B
T0_zzCLLRvE,Spoonman,Soundgarden,23314442.0,1994.0,rock music
g-WG4UYsaM4,I Don't Care,Fat Joe,23313964.0,2005.0,hip hop music
GVcY--XzeIc,Stupify,Disturbed,23313241.0,2000.0,nu metal
7zwK5fDUOY4,Hoe het danst,Davina Michelle,23294431.0,2019.0,Nederpop
zFknl7OAV0c,L'Odeur de l'essence,Orelsan,23292563.0,2021.0,French hip hop
fTTsY-oz6Go,You Really Got Me,The Kinks,23285630.0,1964.0,"rock music, hard rock"
uJ_ygRgQj9I,Non ho mai smesso,Laura Pausini,23277484.0,2011.0,pop music
Q6zjcg12kdg,Non ho mai smesso,Laura Pausini,23277484.0,2011.0,pop music
-7lqGbIE3aM,Boogieman,Ghali,23275824.0,2020.0,electro hop
q17kxi-cRBQ,Q16586719,Fabri Fibra,23262712.0,2013.0,
T8dyxGiBx3g,Save Me,Shinedown,23250422.0,2005.0,post-grunge
UJs6WClFqJU,Teenage Love Affair,Alicia Augello Cook,23250142.0,2008.0,contemporary R&B
2dH289KxkGw,Hands Clean,Alanis Morissette,23241553.0,2002.0,pop rock
6q4kCRREAgk,Living Proof,Camila Cabello,23239518.0,2019.0,pop music
LWGJA9i18Co,Upside Down & Inside Out,OK Go,23237935.0,2016.0,disco
pkN_APXy8TE,Vulcano,Francesca Michielin,23234879.0,2017.0,dance-pop
eZQyVUTcpM4,Keep the Faith,Bon Jovi,23222680.0,1992.0,hard rock
IIG4GgGKdKo,Lonely,Joel Corry,23220429.0,2020.0,"house music, tropical house"
3sO-Y1Zbft4,Shy Away,Twenty One Pilots,23220193.0,2021.0,
VHlVdayWfOw,By My Side,INXS,23213265.0,1991.0,alternative rock
keYXzDh5JEQ,Release Me,Agnes Carlsson,23210352.0,2008.0,"disco, dance-pop, Europop"
tyU_n_5tQww,1984,Salmo,23205851.0,2015.0,rap rock
MHdcPlfwmkg,You've Changed,Sia,23191730.0,2009.0,disco
pZG7IK99OvI,Stand Up,Shawnna,23184470.0,2003.0,hip hop music
KoPlkmYaEQs,Warning,Incubus,23144457.0,2002.0,alternative rock
0-cpL--0AQA,Why,Anthony Hamilton,23125574.0,2004.0,political hip hop
Tfy5CBfjZ8s,Everything at Once,Lenka,23120873.0,2012.0,
m0PN6OTEPCA,Pray 4 Love,Rod Wave,23112413.0,2020.0,
aLMfR9ty0no,Ne se iztrivash,Preslava,23099076.0,2017.0,folk-pop
_mej5wS7viw,Poison,The Prodigy,23096421.0,1995.0,big beat
3lI1v5q5AGI,Stringimi più forte,Giordana Angi,23088009.0,2019.0,pop music
HzNFwxsSPwU,Secret,The Pierces,23081518.0,2007.0,
afwK0Mv0IsY,Roly-Poly,T-ara,23080404.0,2012.0,"disco, J-pop"
SUzsih7QJSY,Still Breathing,Green Day,23077102.0,2016.0,
MKpCDz0UjW4,Lovebug,Jonas Brothers,23064597.0,2008.0,pop rock
nMDOSLEVdBw,@ Meh,Playboi Carti,23038454.0,2020.0,
l_EIE5f2t6M,Mountain at My Gates,Foals,23037268.0,2015.0,indie rock
LWeiydKl0mU,Hold On,Justin Bieber,23024083.0,2021.0,pop music
3K-KnCX69Kk,Q99937900,Benaia Barabi,23011638.0,2018.0,
G6PZm8vhm6I,Loyal Brave True,None,23009043.0,2020.0,pop music
6auk1TkGtVQ,You Can Do It,Ice Cube,23005068.0,1999.0,hip hop music
pl5uV4NlaDg,Freak,Megan Thee Stallion,23000063.0,2020.0,
bJtRONVWC08,Oroscopo,Calcutta,22988168.0,2016.0,
5FhEKAzSprE,Patron Tequila,Paradiso Girls,22978625.0,2009.0,pop music
ZfYToNX__RY,Accetto miracoli,Tiziano Ferro,22974121.0,2019.0,ballade
LnET4RKXx5k,Hello,Dragonette,22973195.0,2010.0,dance music
ie1_T7O6oWc,Amnesia,None,22972964.0,2016.0,
NLEb1DeBiS8,Fresh Outta London,Jake Paul,22964219.0,2020.0,hip hop music
Pu1aQvm5MrU,According to You,Orianthi,22950494.0,2010.0,
XfbM3LD0D9Q,Kid,Eddy de Pretto,22950318.0,2017.0,"pop music, French hip hop"
MPX3qz1ve7M,Nobody Love,Tori Kelly,22948730.0,2015.0,contemporary R&B
jCM-aRqvbHI,Thunder,Jessie J,22935563.0,2013.0,pop music
EHkn5bjm3nI,Beau Malheur,Emmanuel Moire,22929194.0,2013.0,pop music
x5CNJUMJcII,Từ hôm nay (Feel Like Ooh),Chi Pu,22928628.0,2017.0,
qGEP8-PTbbY,S drug me barkash,Fiki,22926289.0,2016.0,folk-pop
9sY-TsLXiDo,Wind It Up,Gwen Stefani,22914650.0,2006.0,dance-pop
V5BF1V1pbTs,White Room,Cream,22914495.0,1968.0,psychedelic rock
Lo-EmtXbFRg,Ode to the Bouncer,Studio Killers,22909024.0,2011.0,electropop
19pp2jNapL4,Sway With Me,None,22906591.0,2020.0,
CV7GVjg3TV4,The Good Ones,Gabby Barrett,22900361.0,2020.0,country music
xik-y0xlpZ0,A Forest / Another Journey By Train,The Cure,22899507.0,1980.0,
x6q0ciiqyG0,"Verdammt, ich lieb' dich",Matthias Reim,22896317.0,1990.0,schlager music
ZKYKNZvQ6Jc,Taking Chances,Céline Dion,22894185.0,2007.0,pop music
FRkev5Aooms,Hot Boyz,Nas,22887718.0,1999.0,
2klTw123_jw,Poppin' My Collar,Three 6 Mafia,22881877.0,2006.0,crunk
Bz61YQWZuYU,"Once Bitten, Twice Shy",Ian Hunter,22880979.0,1975.0,rock music
b7QlX3yR2xs,Bejeweled,Taylor Swift,22869833.0,2022.0,"pop music, disco"
dDxxZmIxNqc,Q3887856,Club Dogo,22869478.0,2012.0,
TJ5bZuUlftI,Love Me,The 1975,22864223.0,2015.0,funk rock
efCUMvwo6Tk,Let's Love,Sia,22854355.0,2020.0,electronic dance music
ZAdi3LIW898,Miracle,Whitney Houston,22851201.0,1991.0,contemporary R&B
L5uV3gmOH9g,Teardrops,Bring Me the Horizon,22848010.0,2020.0,nu metal
kMAzstG5O7E,Bright,Echosmith,22844250.0,2015.0,folk rock
uxX2gA18grk,Caribbean Queen,Billy Ocean,22840771.0,1984.0,post-disco
SAFWA7qxC0E,My Time,Jeremih,22829834.0,2009.0,hip hop music
saxnXiBKEaY,Girlfriend,NSYNC,22828442.0,2002.0,pop music
Adgx9wt63NY,Fire Water Burn,Bloodhound Gang,22809923.0,1997.0,alternative hip hop
jUw4Qh9uFK8,Spring Break Anthem,The Lonely Island,22808638.0,2013.0,comedy hip hop
tTcnIYYeZI8,Didi,Khaled,22806057.0,1991.0,raï
bOHxtOLfvIo,Crawling in the Dark,Hoobastank,22803671.0,2002.0,nu metal
pOEzjT-SED0,Wake Me Up,Lil' Kim,22784326.0,2017.0,gangsta rap
u0PrLVWDU4M,Neboley,Zivert,22775362.0,2020.0,pop music
h04CH9YZcpI,Jack & Diane,John Mellencamp,22769891.0,1982.0,heartland rock
dPcX-5Tmqt8,Someday,Sugar Ray,22765602.0,1999.0,pop rock
MTHqYmCRNDg,Maldito Alcohol,Afrojack,22757468.0,2010.0,Latin hip hop
w05Q_aZKkFw,Q11289648,Kirinji,22752754.0,2000.0,J-pop
HxOusn13fqE,Canzone per te,Il Volo,22738882.0,2015.0,pop music
1OK1OqA-En4,Wish You Well,Sigala,22736120.0,2019.0,pop music
2rnjG5DlZbE,Il senso di ogni cosa,Fabrizio Moro,22724134.0,2009.0,
O8N44Jh27R4,Il senso di ogni cosa,Fabrizio Moro,22724134.0,2009.0,
HNGaa5Opfmc,Batter Up,St. Lunatics,22723620.0,2001.0,hip hop music
S_oMD6-6q5Y,I Am Not a Robot,Marina Diamandis,22715924.0,2009.0,indie pop
jBVY7Glcd84,A Million Voices,Polina Gagarina,22712203.0,2015.0,"pop music, sentimental ballad"
PKFcaXd5G8c,Let Go,deadmau5,22711192.0,2016.0,progressive house
FQGt6VNm_iQ,I Believe in You and Me,Four Tops,22693229.0,1983.0,
T9Op2YQ7yyU,Money Maker,Ludacris,22691309.0,2006.0,dirty rap
gvPMVKUI9go,The Bones,Maren Morris,22686245.0,2019.0,country music
WA_xjBaXor0,Anna Molly,Incubus,22664683.0,2006.0,alternative rock
j5DySYu5Bfw,Successful,Trey Songz,22657720.0,2009.0,
jgA4iFFhe14,Show Me Love (America),The Wanted,22656307.0,2013.0,pop music
iyqFA0JGc-o,Sirens,Cher Lloyd,22637474.0,2014.0,
5nZueSZRJrA,Everything,Mary J. Blige,22636890.0,1997.0,contemporary R&B
K6ElwrL44u4,Q109659406,Svetlana Loboda,22635383.0,2012.0,pop music
HjKUZFAHwCY,Q109659406,Svetlana Loboda,22635383.0,2012.0,pop music
ujlPY31ZAJQ,Gravity,DJ Fresh,22628903.0,2015.0,
KC0DNLDXJW8,Here's to Us,Halestorm,22627297.0,2012.0,"rock music, sentimental ballad, power ballad"
5RM8GCD6xQM,Popcorn salé,SANTA,22606362.0,2022.0,
8KpKc3C9V3w,The Archer,Taylor Swift,22596561.0,2019.0,synth-pop
EWguUJtesrs,Big Plans,Why Don't We,22589985.0,2019.0,pop rock
HHpMtWtgUvc,Be Like That,3 Doors Down,22585591.0,2001.0,post-grunge
4PJaz1_VKp0,Parle-moi,Isabelle Boulay,22571882.0,2000.0,pop music
8EdqKkc7Uto,Benvenuti in Italy,Rocco Hunt,22566721.0,2019.0,hip hop music
jTMzLbz9_r0,Mother,Charlie Puth,22559850.0,2019.0,pop music
eINgmy4dUOA,God Save The Rave,Harris & Ford,22558996.0,2019.0,
US-_IiLJMFU,Senza riserva,Annalisa,22549760.0,2012.0,pop music
4BQLE_RrTSU,(I've Had) The Time of My Life,Bill Medley,22541747.0,1987.0,soft rock
ZlWRhnYgWcc,Liquorice,Azealia Banks,22538363.0,2012.0,acid house
sgA7KIwKlOE,The Negative One,Slipknot,22525517.0,2014.0,heavy metal
7_sH_K8vZl8,Lighters Up (song),Snoop Dogg,22522663.0,2012.0,reggae fusion
bE2r7r7VVic,Boom!,System of a Down,22516147.0,2002.0,alternative metal
NRtWInxI1pg,Into the Wild,LP,22514668.0,2012.0,indie rock
M_dxOrImTM0,Ti penso raramente,Biagio Antonacci,22489444.0,2014.0,
WOwJSpt2m_w,If Everyone Cared,Nickelback,22487302.0,2006.0,post-grunge
L9R2A3gNkpk,From Sarah with Love,Sarah Connor,22443243.0,2001.0,"pop music, contemporary R&B, sentimental ballad"
iJUM11goXAU,Connection,OneRepublic,22442455.0,2018.0,
h-Aqys9MfoQ,Q56605139,Vegas Jones,22441131.0,2016.0,
xzas5qr_t9o,Bigroom Blitz,Scooter,22430511.0,2014.0,house music
ONS51QzCh1Y,Finally // Beautiful Stranger,Halsey,22428307.0,2019.0,country rock
zP9KWG-Y5OM,Cade la pioggia,Negramaro,22423631.0,2007.0,
BGNkkVrJZks,Bad Decisions,BTS,22422667.0,2022.0,dance-pop
orJSJGHjBLI,Bad Habits,Ed Sheeran,22409194.0,2021.0,"electropop, dance-pop"
eDSgs6syrgg,Fuego,Eleni Foureira,22399208.0,2018.0,"dance-pop, dancehall, Europop, electronic dance music, folk-pop"
uXyGpGEAYZA,Fuego,Eleni Foureira,22399208.0,2018.0,"dance-pop, dancehall, Europop, electronic dance music, folk-pop"
Mx_OexsUI2M,Lift Me Up,Rihanna,22398006.0,2022.0,rhythm and blues
ZdY2D6oh4w8,Dano Sarrada,Marina Sena,22391105.0,2023.0,"pop music, rhythm and blues, soul, funk, trip hop, drill, forró, piseiro"
3ruHSXEufOA,Dano Sarrada,Marina Sena,22391105.0,2023.0,"pop music, rhythm and blues, soul, funk, trip hop, drill, forró, piseiro"
nFCuyLwhUzM,Walk Away,Kelly Clarkson,22376797.0,2006.0,pop rock
32QYY0x1SoQ,Roller Coaster,Justin Bieber,22374693.0,2013.0,pop music
ktiONWfSL48,Kolchchik,Leningrad,22365287.0,2017.0,pop rock
m8fm3Z7jgWM,Evolution,Korn,22358300.0,2007.0,nu metal
y5JTdayfCT4,Lollipop (Candyman),Aqua,22342489.0,1997.0,bubblegum dance
